scenario,stratum,model,step,log_loss,brier,auc,calibration_intercept,calibration_slope,log_loss_skill,brier_skill
risk_grade_psa_only,high,lightgbm,0,0.588887752511694,0.1999768106024636,0.5613467424374539,4.687678593152771e-06,0.9867177854498754,0.0,0.0
risk_grade_psa_only,high,lightgbm,1,0.5742193991162117,0.19409106084161112,0.6255430732079221,0.00029946530110572375,0.9665898494316053,0.024908572699839038,0.029432161374714827
risk_grade_psa_only,high,lightgbm,2,0.566308200907694,0.19100103374244237,0.6485610261682727,0.0004895775243937903,1.0147144014031024,0.03834270878906021,0.04488408847495973
risk_grade_psa_only,unknown,logistic,0,0.6678071136601637,0.23748408873059867,0.586841534497849,-5.8503895026459744e-05,1.0156761679355069,0.0,0.0
risk_grade_psa_only,unknown,logistic,1,0.6619449070472682,0.2346610703179788,0.608692706679369,-0.00035289597660063694,1.0074465802367598,0.008778293152292838,0.011887189696410783
risk_grade_psa_only,unknown,logistic,2,0.6585385951851788,0.23311149118217436,0.6182898474426337,-0.0006606047817781747,0.9826439732561713,0.013879035256431083,0.018412170566022956
risk_grade_psa_only,unknown,lightgbm,0,0.6669072187094368,0.23707147067984252,0.5877807035868171,-0.0004165583355769222,0.9578693679568361,0.0,0.0
risk_grade_psa_only,unknown,lightgbm,1,0.6622577113218587,0.23474647483281105,0.6067261071158361,-0.0004963439685989482,0.864226428778383,0.006971745479941838,0.009807151574856898
risk_grade_psa_only,unknown,lightgbm,2,0.6541865804272795,0.23095189981050243,0.6309445991657229,0.0009250822584476346,0.8880723556463453,0.019074074961692,0.025813189802177283
surgery_only,all,logistic,0,0.6680218854152998,0.23758709605172254,0.5773716167257393,-1.3680804470890366e-05,1.0018605778023117,0.0,0.0
surgery_only,all,logistic,1,0.6569484321299572,0.23242646804379435,0.6148981871192463,-2.0897300951483108e-05,0.9985903838952443,0.01657648278762358,0.02172099450554643
surgery_only,all,logistic,2,0.6525130278468513,0.23039343302066811,0.6269934974897919,-0.0001195055697270019,0.9967944078741071,0.023216092027893542,0.03027800394297664
surgery_only,all,lightgbm,0,0.6670069392695908,0.2371147576139363,0.5793133304665777,-1.0523565617453177e-05,0.9940905171003892,0.0,0.0
